ID,place_name,rating,place_address
43,IQ Food Co,8.8,18 York St
43,Sport Chek Maple Leaf Square,8.3,15 York St
43,E11Even,8.2,15 York St
43,REIGN Restaurant + Bar + Bakery,8.2,100 Front St W
44,Chew Chew's Diner,8.2,186 Carlton St
44,Red Cranberries Restaurant,9.1,601 Parliament St
44,Zakkushi,8.8,193 Carlton St
44,The Keg Steakhouse & Bar,8.7,515 Jarvis St
44,The Blake House,7.9,449 Jarvis St
44,Betty Oliphant Theatre,8.2,400 Jarvis St
44,Stout Irish Pub,8.5,221E Carlton St
44,Allan Gardens Conservatory,8.5,19 Horticultural Ave
44,Allan Gardens Conservatory,8.3,19 Horticultural Ave
44,House on Parliament,9.0,454 Parliament St
45,Starbucks,8.2,10 Lower Spadina Ave
45,Spadina Wave Deck,8.0,1 Spadina Cres
45,WestJet Flight Deck,9.1,
45,Toronto Music Garden,9.1,475 Queens Quay W
45,Music Garden Cafe,7.6,466 Queens Quay W
45,Hunters Landing,7.3,82 Fort York Blvd
45,Canoe Landing Park,7.5,50 Fort York Blvd
45,Sansotei Ramen,8.3,115 Fort York Blvd
45,Roywoods,8.4,121 Fort York Blvd
45,Le Select Bistro,8.9,432 Wellington St W
46,Kid Icarus,8.9,205 Augusta Ave
46,Grey Gardens,8.5,199 Augusta Ave
46,Jimmy's Coffee,8.7,191 Baldwin St
46,Seven Lives,8.7,69 Kensington Ave
46,Patty King,8.7,187 Baldwin St
46,Blackbird Baking Co,8.8,172 Baldwin St
46,Film Cafe,8.6,230 Augusta Ave
46,Ozzy's Burgers,8.5,66 Nassau St
46,Little Pebbles,8.3,160 Baldwin St
46,Dolce Gelato,8.0,234 Augusta Ave
47,Henderson Brewing Co,8.4,128A Sterling Rd
47,Sugo,8.6,1281 Bloor St W
47,Sorauren Avenue Park,9.1,289 Sorauren Ave
47,Linh Restaurant,8.7,1156 College St
47,The 3 Speed,9.1,1163 Bloor St W
47,The Gaslight,8.6,1426 Bloor St W
47,Bandit Brewery,8.6,2125 Dundas St W
47,Burdock,9.1,1184 Bloor St W
47,Takht-e Tavoos,8.9,1120 College St
47,Black Dice Cafe,8.4,1574 Dundas St W
48,Sorauren Avenue Park,9.1,289 Sorauren Ave
48,Mike's NOFRILLS Toronto,7.0,222 Lansdowne Ave
48,Henderson Brewing Co,8.4,128A Sterling Rd
48,Sunny Joes,8.2,250 Sorauren Ave
48,I Deal Coffee,8.3,221 Sorauren Ave
48,Rent Frock Repeat,8.1,35 Goldene Way
48,Bandit Brewery,8.6,2125 Dundas St W
48,Pizzeria Defina,9.2,321 Roncesvalles Ave
48,The Chocolateria,8.8,361 Roncesvalles Ave
48,Inter-Ster Restaurant,8.5,357 Roncesvalles Ave
49,Mike's NOFRILLS Toronto,7.0,222 Lansdowne Ave
49,Black Dice Cafe,8.4,1574 Dundas St W
49,Linh Restaurant,8.7,1156 College St
49,The Brockton Haunt,8.5,1150 College St
49,Takht-e Tavoos,8.9,1120 College St
49,Sorauren Avenue Park,9.1,289 Sorauren Ave
49,Sunny Joes,8.2,250 Sorauren Ave
49,Henderson Brewing Co,8.4,128A Sterling Rd
49,I Deal Coffee,8.3,221 Sorauren Ave
49,Easy Tiger Goods,8.8,1447 Dundas St W
50,The Caledonian,8.4,856 College St
50,Bar Isabel,9.0,797 College St
50,Fred Hamilton Playground,8.0,
50,The Emmet Ray,8.2,924 College St
50,Folly Brewpub,8.2,928 College St
50,YamChops,8.4,705 College St
50,Giulietta,8.4,972 College St
50,Terrazza,8.3,372 Harbord St
50,Hanmoto,8.9,2 Lakeview Ave
50,Communist's Daughter,8.4,1149 Dundas St W
